Country;Year;Value
Malawi;2002;42.464
Malawi;2003;48.155
Malawi;2004;20.615
Malawi;2005;24.416
Malawi;2006;16.663
Malawi;2007;18.812
Malawi;2008;20.753
Malawi;2009;16.922
Malawi;2010;16.9285
Malawi;2011;25.8264
Malawi;2012;22.8262
Malawi;2013;27.7944
Malawi;2014;24.7098
Malawi;2015;21.2015
Malawi;2016;19.516
Malawi;2017;14.4703
Malawi;2018;12.8493
Papua New Guinea;1990;962.841
Papua New Guinea;1991;746.816
Papua New Guinea;1992;900.111
Papua New Guinea;1993;1019.481
Papua New Guinea;1994;1138.659
Papua New Guinea;1995;1002.363
Papua New Guinea;1996;1089.348
Papua New Guinea;1997;1074.021
Papua New Guinea;1998;1352.149
Papua New Guinea;1999;1387.0519
Papua New Guinea;2000;1040.7392
Papua New Guinea;2001;1062.593
Papua New Guinea;2002;1085.147
Papua New Guinea;2003;1154.944
Papua New Guinea;2004;997.514
Papua New Guinea;2005;1268.1328
Papua New Guinea;2006;807.2202
Papua New Guinea;2007;967.7113
Papua New Guinea;2008;1027.6529
Papua New Guinea;2009;1037.9942
Papua New Guinea;2010;866.5184
Papua New Guinea;2011;1413.8545
Papua New Guinea;2012;716.488
Papua New Guinea;2013;835.3594
Papua New Guinea;2014;797.5642
Papua New Guinea;2015;711.9818
Papua New Guinea;2016;1171.1449
Papua New Guinea;2017;733.9382
Papua New Guinea;2018;930.369
Paraguay;1990;130.627
Paraguay;1991;79.653
Paraguay;1992;54.291
Paraguay;1993;70.046
Paraguay;1994;24.689
Paraguay;1995;22.843
Paraguay;1996;25.563
Paraguay;1997;23.379
Paraguay;1998;58.347
Paraguay;1999;20.241
Paraguay;2000;42.402
Paraguay;2001;19.6
Paraguay;2002;26.0485
Paraguay;2003;51.7261
Paraguay;2004;26.2389
Paraguay;2005;45.2369
Paraguay;2006;25.7472
Paraguay;2007;38.6339
Paraguay;2008;20.0154
Paraguay;2009;20.0167
Paraguay;2010;20.1965
Paraguay;2011;20.0195
Paraguay;2012;20.0065
Paraguay;2013;20.0069
Paraguay;2014;20.0725
Paraguay;2015;20
Paraguay;2016;20.0101
Paraguay;2017;20.0024
Paraguay;2018;20.0135
Peru;1990;936.632
Peru;1991;1200.474
Peru;1992;1761.953
Peru;1993;665.497
Peru;1994;1178.628
Peru;1995;1870.939
Peru;1996;1805.861
Peru;1997;1929.959
Peru;1998;2102.298
Peru;1999;2743.533
Peru;2000;2675.593
Peru;2001;2828.946
Peru;2002;3000.32
Peru;2003;2685.986
Peru;2004;3425.1559
Peru;2005;2488.8349
Peru;2006;4319.0586
Peru;2007;3062.9307
Peru;2008;3872.262
Peru;2009;3286.0867
Peru;2010;4068.823
Peru;2011;5372.5296
Peru;2012;4450.0478
Peru;2013;4106.2383
Peru;2014;2883.229
Peru;2015;3303.5542
Peru;2016;4222.8784
Peru;2017;4279.0832
Peru;2018;4263.3391
Rwanda;1990;534.875
Rwanda;1991;483.83
Rwanda;1992;638.875
Rwanda;1993;443.625
Rwanda;1994;22.449
Rwanda;1995;329.078
Rwanda;1996;293.003
Rwanda;1997;193.422
Rwanda;1998;222.637
Rwanda;1999;307.275
Rwanda;2000;273.363
Rwanda;2001;295.51
Rwanda;2002;319.68
Rwanda;2003;265.742
Rwanda;2004;449.733
Rwanda;2005;337.0107
Rwanda;2006;351.013
Rwanda;2007;224.0446
Rwanda;2008;368.7282
Rwanda;2009;258.9411
Rwanda;2010;322.9191
Rwanda;2011;251.071
Rwanda;2012;258.5591
Rwanda;2013;257.7282
Rwanda;2014;238.3438
Rwanda;2015;292.6292
Rwanda;2016;231.0905
Rwanda;2017;253.7384
Rwanda;2018;267.9949
Timor-Leste;1990;0
Timor-Leste;1991;0
Timor-Leste;1992;0
Timor-Leste;1993;0
Timor-Leste;1994;0
Timor-Leste;1995;0
Timor-Leste;1996;0
Timor-Leste;1997;0
Timor-Leste;1998;0
Timor-Leste;1999;0
Timor-Leste;2000;7.1279
Timor-Leste;2001;32.8539
Timor-Leste;2002;36.8093
Timor-Leste;2003;41.8233
Timor-Leste;2004;16.5932
Timor-Leste;2005;23.5228
Timor-Leste;2006;46.2077
Timor-Leste;2007;36.3032
Timor-Leste;2008;47.6918
Timor-Leste;2009;46.9126
Timor-Leste;2010;60.1017
Timor-Leste;2011;47.3531
Timor-Leste;2012;60.7483
Timor-Leste;2013;80.2182
Timor-Leste;2014;110.9242
Timor-Leste;2015;59.1588
Timor-Leste;2016;82.0206
Timor-Leste;2017;64.8923
Timor-Leste;2018;139.0966
Zimbabwe;1990;251.901
Zimbabwe;1991;201.394
Zimbabwe;1992;77.824
Zimbabwe;1993;11.6
Zimbabwe;1994;106.302
Zimbabwe;1995;130.644
Zimbabwe;1996;174.393
Zimbabwe;1997;130.193
Zimbabwe;1998;149.45
Zimbabwe;1999;125.4843
Zimbabwe;2000;108.523
Zimbabwe;2001;121.042
Zimbabwe;2002;110.121
Zimbabwe;2003;91.649
Zimbabwe;2004;120.3133
Zimbabwe;2005;65.9299
Zimbabwe;2006;45.149
Zimbabwe;2007;31.2441
Zimbabwe;2008;24.2492
Zimbabwe;2009;21.3683
Zimbabwe;2010;10.0859
Zimbabwe;2011;8.8564
Zimbabwe;2012;7.3208
Zimbabwe;2013;8.6415
Zimbabwe;2014;15.0124
Zimbabwe;2015;14.2836
Zimbabwe;2016;15.1183
Zimbabwe;2017;6.8019
Zimbabwe;2018;8.8388
Congo;1990;2.924
Congo;1991;3.003
Congo;1992;3.171
Congo;1993;3
Congo;1994;7.585
Congo;1995;11.755
Congo;1996;13.86
Congo;1997;3.27
Congo;1998;3
Congo;1999;3
Congo;2000;3
Congo;2001;3
Congo;2002;3
Congo;2003;3
Congo;2004;3
Congo;2005;3
Congo;2006;3
Congo;2007;3
Congo;2008;3
Congo;2009;3
Congo;2010;3
Congo;2011;3
Congo;2012;3
Congo;2013;3
Congo;2014;3
Congo;2015;3
Congo;2016;3
Congo;2017;3
Congo;2018;3
Cuba;1990;414.212
Cuba;1991;302.097
Cuba;1992;284.237
Cuba;1993;285.404
Cuba;1994;284.315
Cuba;1995;284.955
Cuba;1996;365.865
Cuba;1997;300.021
Cuba;1998;279.953
Cuba;1999;327.9874
Cuba;2000;312.4345
Cuba;2001;284.974
Cuba;2002;239.105
Cuba;2003;223.507
Cuba;2004;179.984
Cuba;2005;99.5833
Cuba;2006;104.85
Cuba;2007;109.8567
Cuba;2008;133.4523
Cuba;2009;92.103
Cuba;2010;108.497
Cuba;2011;100.158
Cuba;2012;88.142
Cuba;2013;106.685
Cuba;2014;101.421
Cuba;2015;99.8181
Cuba;2016;102.6
Cuba;2017;113.2259
Cuba;2018;117.9479
Dominican Republic;1990;880.062
Dominican Republic;1991;320.56
Dominican Republic;1992;637.815
Dominican Republic;1993;603.944
Dominican Republic;1994;729.67
Dominican Republic;1995;885.625
Dominican Republic;1996;518.848
Dominican Republic;1997;941.242
Dominican Republic;1998;486.592
Dominican Republic;1999;606.879
Dominican Republic;2000;467.038
Dominican Republic;2001;386.958
Dominican Republic;2002;455.198
Dominican Republic;2003;350.673
Dominican Republic;2004;490.679
Dominican Republic;2005;310.0469
Dominican Republic;2006;386.6671
Dominican Republic;2007;464.9084
Dominican Republic;2008;645.0295
Dominican Republic;2009;352.4645
Dominican Republic;2010;378.1562
Dominican Republic;2011;490.5415
Dominican Republic;2012;488.4307
Dominican Republic;2013;425.3936
Dominican Republic;2014;396.9541
Dominican Republic;2015;399.9543
Dominican Republic;2016;412.2085
Dominican Republic;2017;412.4251
Dominican Republic;2018;430.9097
Haiti;1990;392.88
Haiti;1991;463.352
Haiti;1992;499.855
Haiti;1993;450.697
Haiti;1994;450.246
Haiti;1995;513.945
Haiti;1996;428.387
Haiti;1997;431.818
Haiti;1998;439.247
Haiti;1999;399.027
Haiti;2000;419.85
Haiti;2001;402.64
Haiti;2002;373.945
Haiti;2003;373.842
Haiti;2004;365.211
Haiti;2005;356.0064
Haiti;2006;362.112
Haiti;2007;359.4114
Haiti;2008;358.6822
Haiti;2009;350.5835
Haiti;2010;349.5281
Haiti;2011;349.1949
Haiti;2012;349.7319
Haiti;2013;345.2098
Haiti;2014;343.2067
Haiti;2015;340.8647
Haiti;2016;341.5781
Haiti;2017;342.3802
Haiti;2018;346.7799
Philippines;1990;973.632
Philippines;1991;1018.482
Philippines;1992;919.851
Philippines;1993;874.855
Philippines;1994;876.764
Philippines;1995;849.59
Philippines;1996;889.819
Philippines;1997;935.472
Philippines;1998;676.729
Philippines;1999;621.7634
Philippines;2000;340.9218
Philippines;2001;262.682
Philippines;2002;255.21
Philippines;2003;292.691
Philippines;2004;354.813
Philippines;2005;432.3372
Philippines;2006;441.1089
Philippines;2007;445.6113
Philippines;2008;586.8337
Philippines;2009;730.4181
Philippines;2010;189.0533
Philippines;2011;179.6611
Philippines;2012;177.4616
Philippines;2013;185.682
Philippines;2014;193.2142
Philippines;2015;208.0726
Philippines;2016;214.6417
Philippines;2017;203.3179
Philippines;2018;206.2102
Tanzania;1990;931.779
Tanzania;1991;789.977
Tanzania;1992;786.434
Tanzania;1993;734.375
Tanzania;1994;679.024
Tanzania;1995;897.121
Tanzania;1996;763.94
Tanzania;1997;623.78
Tanzania;1998;739.312
Tanzania;1999;842.2181
Tanzania;2000;808.8714
Tanzania;2001;624.089
Tanzania;2002;823.609
Tanzania;2003;611.734
Tanzania;2004;763.182
Tanzania;2005;804.4066
Tanzania;2006;821.807
Tanzania;2007;809.7958
Tanzania;2008;1186.2823
Tanzania;2009;674.9343
Tanzania;2010;845.9077
Tanzania;2011;641.0391
Tanzania;2012;1151.1215
Tanzania;2013;810.9352
Tanzania;2014;752.6685
Tanzania;2015;930.172
Tanzania;2016;846.0919
Tanzania;2017;783.4034
Tanzania;2018;1174.8593
Zambia;1990;22.686
Zambia;1991;29.138
Zambia;1992;29.307
Zambia;1993;26.606
Zambia;1994;21.455
Zambia;1995;26.333
Zambia;1996;33.025
Zambia;1997;38.462
Zambia;1998;61.686
Zambia;1999;58.725
Zambia;2000;93.374
Zambia;2001;99.672
Zambia;2002;118.927
Zambia;2003;100.333
Zambia;2004;110.377
Zambia;2005;102.936
Zambia;2006;56.0696
Zambia;2007;61.4737
Zambia;2008;34.6967
Zambia;2009;28.217
Zambia;2010;13.1783
Zambia;2011;11.1889
Zambia;2012;5.3695
Zambia;2013;10.7527
Zambia;2014;2.6111
Zambia;2015;3.689
Zambia;2016;13.3181
Zambia;2017;18.6156
Zambia;2018;20.1485
Benin;1990;0
Benin;1991;0
Benin;1992;1.805
Benin;1993;0.05
Benin;1994;0
Benin;1995;0
Benin;1996;0
Benin;1997;0
Benin;1998;0
Benin;1999;0
Benin;2000;0
Benin;2001;0
Benin;2002;0
Benin;2003;0
Benin;2004;0
Benin;2005;0
Benin;2006;0
Benin;2007;0
Benin;2008;0
Benin;2009;0
Benin;2010;0
Benin;2011;0
Benin;2012;0
Benin;2013;0
Benin;2014;0
Benin;2015;0
Benin;2016;0
Benin;2017;0
Benin;2018;0
Cameroon;1990;1682.484
Cameroon;1991;1725.948
Cameroon;1992;260.376
Cameroon;1993;682.913
Cameroon;1994;405.557
Cameroon;1995;660.04
Cameroon;1996;1432.189
Cameroon;1997;888.942
Cameroon;1998;1113.94
Cameroon;1999;1369.824
Cameroon;2000;1113.143
Cameroon;2001;685.677
Cameroon;2002;800.795
Cameroon;2003;900.282
Cameroon;2004;727.382
Cameroon;2005;869.7157
Cameroon;2006;818.1664
Cameroon;2007;795.3046
Cameroon;2008;724.9004
Cameroon;2009;902.2813
Cameroon;2010;527.1347
Cameroon;2011;669.3245
Cameroon;2012;371.0197
Cameroon;2013;403.8311
Cameroon;2014;483.1051
Cameroon;2015;390.8379
Cameroon;2016;291.8761
Cameroon;2017;369.5529
Cameroon;2018;270.2974
Central African Republic;1990;175.274
Central African Republic;1991;124.781
Central African Republic;1992;133.845
Central African Republic;1993;165.574
Central African Republic;1994;249.512
Central African Republic;1995;108.065
Central African Republic;1996;207.831
Central African Republic;1997;114.354
Central African Republic;1998;214.582
Central African Republic;1999;240.682
Central African Republic;2000;113.313
Central African Republic;2001;68.172
Central African Republic;2002;92.094
Central African Republic;2003;42.73
Central African Republic;2004;28.715
Central African Republic;2005;23.1639
Central African Republic;2006;113.5037
Central African Republic;2007;43.467
Central African Republic;2008;59.616
Central African Republic;2009;112.109
Central African Republic;2010;78.462
Central African Republic;2011;91.325
Central African Republic;2012;22.89
Central African Republic;2013;90.104
Central African Republic;2014;62.614
Central African Republic;2015;100.018
Central African Republic;2016;36.7267
Central African Republic;2017;59.914
Central African Republic;2018;57.5
Colombia;1990;14396
Colombia;1991;17980.397
Colombia;1992;14946.878
Colombia;1993;11422.422
Colombia;1994;12964
Colombia;1995;12938.018
Colombia;1996;10778.85
Colombia;1997;12122.496
Colombia;1998;10867.962
Colombia;1999;9512.2459
Colombia;2000;10519.352
Colombia;2001;11950.283
Colombia;2002;11712.04
Colombia;2003;11052.624
Colombia;2004;11428.856
Colombia;2005;11952.2997
Colombia;2006;12164.1926
Colombia;2007;12515.0974
Colombia;2008;8664.2903
Colombia;2009;8097.5861
Colombia;2010;8522.6594
Colombia;2011;7653.3336
Colombia;2012;9926.9445
Colombia;2013;12124.0702
Colombia;2014;13333.3435
Colombia;2015;14008.7814
Colombia;2016;14634.3893
Colombia;2017;13824.0725
Colombia;2018;13857.962
Costa Rica;1990;2561.885
Costa Rica;1991;2759.619
Costa Rica;1992;2997.974
Costa Rica;1993;2358.753
Costa Rica;1994;2481.942
Costa Rica;1995;2843.596
Costa Rica;1996;2221.915
Costa Rica;1997;2616.6
Costa Rica;1998;2445.12
Costa Rica;1999;2485.33
Costa Rica;2000;2418.536
Costa Rica;2001;2246.7
Costa Rica;2002;2043.413
Costa Rica;2003;1886.432
Costa Rica;2004;1875.8399
Costa Rica;2005;1652.5288
Costa Rica;2006;1706.0731
Costa Rica;2007;1797.1373
Costa Rica;2008;1499.918
Costa Rica;2009;1476.7476
Costa Rica;2010;1613.6996
Costa Rica;2011;1830.8955
Costa Rica;2012;1822.6906
Costa Rica;2013;1552.0761
Costa Rica;2014;1475.0612
Costa Rica;2015;1440.1724
Costa Rica;2016;1371.8963
Costa Rica;2017;1560.6803
Costa Rica;2018;1426.6568
C�te d'Ivoire;1990;2940.363
C�te d'Ivoire;1991;4129.295
C�te d`Ivoire;1992;2245.536
C�te d'Ivoire;1993;2293.407
C�te d'Ivoire;1994;3006.444
C�te d'Ivoire;1995;2531.864
C�te d'Ivoire;1996;4858.592
C�te d'Ivoire;1997;4164.004
C�te d'Ivoire;1998;1991.547
C�te d'Ivoire;1999;6320.4388
C�te d'Ivoire;2000;4845.586
C�te d'Ivoire;2001;3596.116
C�te d'Ivoire;2002;3009.64
C�te d'Ivoire;2003;2981.252
C�te d'Ivoire;2004;2135.5998
C�te d'Ivoire;2005;2099.0447
C�te d'Ivoire;2006;2847.9404
C�te d'Ivoire;2007;1338.1445
C�te d'Ivoire;2008;2526.3263
C�te d'Ivoire;2009;1988.6994
C�te d'Ivoire;2010;836.724
C�te d'Ivoire;2011;2216.3419
C�te d'Ivoire;2012;1993.8367
C�te d'Ivoire;2013;2597.7673
C�te d'Ivoire;2014;1728.0433
C�te d'Ivoire;2015;1289.0845
C�te d'Ivoire;2016;817.4045
C�te d'Ivoire;2017;1473.8487
C�te d'Ivoire;2018;2294.343
Democratic Republic of Congo;1990;1580.296
Democratic Republic of Congo;1991;1229.902
Democratic Republic of Congo;1992;1180.157
Democratic Republic of Congo;1993;980.261
Democratic Republic of Congo;1994;1297.805
Democratic Republic of Congo;1995;1098.155
Democratic Republic of Congo;1996;794.577
Democratic Republic of Congo;1997;811.217
Democratic Republic of Congo;1998;738.083
Democratic Republic of Congo;1999;477.154
Democratic Republic of Congo;2000;362.535
Democratic Republic of Congo;2001;423.184
Democratic Republic of Congo;2002;337.873
Democratic Republic of Congo;2003;451.06
Democratic Republic of Congo;2004;359.754
Democratic Republic of Congo;2005;336.198
Democratic Republic of Congo;2006;377.5227
Democratic Republic of Congo;2007;415.9287
Democratic Republic of Congo;2008;421.9583
Democratic Republic of Congo;2009;345.8372
Democratic Republic of Congo;2010;305.1575
Democratic Republic of Congo;2011;356.5382
Democratic Republic of Congo;2012;334.0453
Democratic Republic of Congo;2013;347.087
Democratic Republic of Congo;2014;334.871
Democratic Republic of Congo;2015;370.6123
Democratic Republic of Congo;2016;279.3877
Democratic Republic of Congo;2017;381.7013
Democratic Republic of Congo;2018;360.7167
El Salvador;1990;2464.864
El Salvador;1991;2197.692
El Salvador;1992;3001.301
El Salvador;1993;2378.482
El Salvador;1994;2293.468
El Salvador;1995;2585.179
El Salvador;1996;2533.568
El Salvador;1997;2174.809
El Salvador;1998;2054.628
El Salvador;1999;2598.1449
El Salvador;2000;1704.4498
El Salvador;2001;1693.966
El Salvador;2002;1361.376
El Salvador;2003;1380.097
El Salvador;2004;1196.873
El Salvador;2005;1318.587
El Salvador;2006;1233.661
El Salvador;2007;1504.9911
El Salvador;2008;1450.2264
El Salvador;2009;1074.6297
El Salvador;2010;1873.269
El Salvador;2011;1163.7647
El Salvador;2012;1239.5852
El Salvador;2013;514.9996
El Salvador;2014;664.9995
El Salvador;2015;565
El Salvador;2016;609.9996
El Salvador;2017;759.6124
El Salvador;2018;760.9228
Equatorial Guinea;1990;3.536
Equatorial Guinea;1991;2.551
Equatorial Guinea;1992;1.686
Equatorial Guinea;1993;0
Equatorial Guinea;1994;3.193
Equatorial Guinea;1995;1.807
Equatorial Guinea;1996;1.12
Equatorial Guinea;1997;1.669
Equatorial Guinea;1998;1.036
Equatorial Guinea;1999;0.179
Equatorial Guinea;2000;0
Equatorial Guinea;2001;0
Equatorial Guinea;2002;0
Equatorial Guinea;2003;0
Equatorial Guinea;2004;0
Equatorial Guinea;2005;0
Equatorial Guinea;2006;0
Equatorial Guinea;2007;0
Equatorial Guinea;2008;0
Equatorial Guinea;2009;0
Equatorial Guinea;2010;0
Equatorial Guinea;2011;0
Equatorial Guinea;2012;0
Equatorial Guinea;2013;0
Equatorial Guinea;2014;0
Equatorial Guinea;2015;0
Equatorial Guinea;2016;0
Equatorial Guinea;2017;0.051
Equatorial Guinea;2018;0.007
Ethiopia;1990;2909.451
Ethiopia;1991;2924.664
Ethiopia;1992;1825.171
Ethiopia;1993;2967.004
Ethiopia;1994;2762.73
Ethiopia;1995;3165.322
Ethiopia;1996;3407.442
Ethiopia;1997;3056.864
Ethiopia;1998;2927.725
Ethiopia;1999;3784.051
Ethiopia;2000;3115.149
Ethiopia;2001;4044.24
Ethiopia;2002;4093.902
Ethiopia;2003;4393.717
Ethiopia;2004;5212.951
Ethiopia;2005;4779.486
Ethiopia;2006;5550.74
Ethiopia;2007;5966.6796
Ethiopia;2008;4948.9869
Ethiopia;2009;6931.199
Ethiopia;2010;7500.3848
Ethiopia;2011;6798.4099
Ethiopia;2012;6233.0066
Ethiopia;2013;6427.4439
Ethiopia;2014;6575.2618
Ethiopia;2015;6713.9754
Ethiopia;2016;7296.9796
Ethiopia;2017;7453.7332
Ethiopia;2018;7776.2234
Gabon;1990;3.408
Gabon;1991;1.752
Gabon;1992;3.063
Gabon;1993;2.884
Gabon;1994;7.701
Gabon;1995;1.768
Gabon;1996;1.279
Gabon;1997;2.668
Gabon;1998;3.765
Gabon;1999;2.057
Gabon;2000;0
Gabon;2001;0.822
Gabon;2002;1.25
Gabon;2003;0.3
Gabon;2004;0.3
Gabon;2005;0.691
Gabon;2006;1.403
Gabon;2007;0.721
Gabon;2008;2.067
Gabon;2009;0.493
Gabon;2010;1.8323
Gabon;2011;0.782
Gabon;2012;0.751
Gabon;2013;0.383
Gabon;2014;0.517
Gabon;2015;0.741
Gabon;2016;0.5
Gabon;2017;0.2563
Gabon;2018;0.5025
Ghana;1990;37.855
Ghana;1991;76.306
Ghana;1992;36.602
Ghana;1993;45.381
Ghana;1994;57.176
Ghana;1995;56.528
Ghana;1996;32.425
Ghana;1997;27.275
Ghana;1998;54.436
Ghana;1999;88.9011
Ghana;2000;76.456
Ghana;2001;7.285
Ghana;2002;33.6323
Ghana;2003;18.1419
Ghana;2004;18.1139
Ghana;2005;12.3749
Ghana;2006;20.2111
Ghana;2007;34.6644
Ghana;2008;26.4006
Ghana;2009;18.6085
Ghana;2010;69.4979
Ghana;2011;30.0625
Ghana;2012;20.8836
Ghana;2013;25.0741
Ghana;2014;35.3924
Ghana;2015;35.6548
Ghana;2016;26.1091
Ghana;2017;12.9667
Ghana;2018;14.9324
Guatemala;1990;3270.529
Guatemala;1991;3496.531
Guatemala;1992;4318.483
Guatemala;1993;3535.501
Guatemala;1994;3787.336
Guatemala;1995;4001.604
Guatemala;1996;4524.556
Guatemala;1997;4219.373
Guatemala;1998;4892.964
Guatemala;1999;5120.1288
Guatemala;2000;4939.753
Guatemala;2001;3668.96
Guatemala;2002;4069.953
Guatemala;2003;3609.931
Guatemala;2004;3703.026
Guatemala;2005;3675.5298
Guatemala;2006;3950.3303
Guatemala;2007;4099.6768
Guatemala;2008;3784.9658
Guatemala;2009;3834.7868
Guatemala;2010;3949.9335
Guatemala;2011;3850.3876
Guatemala;2012;3762.9331
Guatemala;2013;3189.3714
Guatemala;2014;3310.0759
Guatemala;2015;3409.781
Guatemala;2016;3684.209
Guatemala;2017;3733.7261
Guatemala;2018;4006.7343
Guinea;1990;44.46
Guinea;1991;90.522
Guinea;1992;76.341
Guinea;1993;63.806
Guinea;1994;198.357
Guinea;1995;104.164
Guinea;1996;147.638
Guinea;1997;171.711
Guinea;1998;421.266
Guinea;1999;363.707
Guinea;2000;399.992
Guinea;2001;235.979
